,Código Departamento,Código Municipio,Medio Tecnologico,Utiliza,Cantidad
1152,12,1216,Celular y computadora,Usa,3362
1153,12,1217,Celular y computadora,Usa,4680
1154,12,1218,Celular y computadora,Usa,629
1155,12,1219,Celular y computadora,Usa,4616
1156,12,1220,Celular y computadora,Usa,1456
1157,12,1221,Celular y computadora,Usa,1167
1158,12,1222,Celular y computadora,Usa,1914
1159,12,1223,Celular y computadora,Usa,778
1160,12,1224,Celular y computadora,Usa,619
1161,12,1225,Celular y computadora,Usa,914
1162,12,1226,Celular y computadora,Usa,904
1163,12,1227,Celular y computadora,Usa,1524
1164,12,1228,Celular y computadora,Usa,420
1165,12,1229,Celular y computadora,Usa,1503
1166,12,1230,Celular y computadora,Usa,1873
1167,13,1301,Celular y computadora,Usa,35092
1168,13,1302,Celular y computadora,Usa,6581
1169,13,1303,Celular y computadora,Usa,1869
1170,13,1304,Celular y computadora,Usa,2090
1171,13,1305,Celular y computadora,Usa,1632
1172,13,1306,Celular y computadora,Usa,2442
1173,13,1307,Celular y computadora,Usa,6118
1174,13,1308,Celular y computadora,Usa,3197
1175,13,1309,Celular y computadora,Usa,3089
1176,13,1310,Celular y computadora,Usa,388
1177,13,1311,Celular y computadora,Usa,1063
1178,13,1312,Celular y computadora,Usa,2672
1179,13,1313,Celular y computadora,Usa,487
1180,13,1314,Celular y computadora,Usa,447
1181,13,1315,Celular y computadora,Usa,879
1182,13,1316,Celular y computadora,Usa,305
1183,13,1317,Celular y computadora,Usa,2110
1184,13,1318,Celular y computadora,Usa,822
1185,13,1319,Celular y computadora,Usa,544
1186,13,1320,Celular y computadora,Usa,1368
1187,13,1321,Celular y computadora,Usa,362
1188,13,1322,Celular y computadora,Usa,376
1189,13,1323,Celular y computadora,Usa,1095
1190,13,1324,Celular y computadora,Usa,1697
1191,13,1325,Celular y computadora,Usa,1276
1192,13,1326,Celular y computadora,Usa,5748
1193,13,1327,Celular y computadora,Usa,3330
1194,13,1328,Celular y computadora,Usa,642
1195,13,1329,Celular y computadora,Usa,75
1196,13,1330,Celular y computadora,Usa,210
1197,13,1331,Celular y computadora,Usa,1021
1198,13,1332,Celular y computadora,Usa,814
1199,13,1333,Celular y computadora,Usa,499
1200,14,1401,Celular y computadora,Usa,13393
1201,14,1402,Celular y computadora,Usa,1325
1202,14,1403,Celular y computadora,Usa,1128
1203,14,1404,Celular y computadora,Usa,1513
1204,14,1405,Celular y computadora,Usa,1656
1205,14,1406,Celular y computadora,Usa,7245
1206,14,1407,Celular y computadora,Usa,277
1207,14,1408,Celular y computadora,Usa,1349
1208,14,1409,Celular y computadora,Usa,784
1209,14,1410,Celular y computadora,Usa,2812
1210,14,1411,Celular y computadora,Usa,3140
1211,14,1412,Celular y computadora,Usa,3024
1212,14,1413,Celular y computadora,Usa,6000
1213,14,1414,Celular y computadora,Usa,924
1214,14,1415,Celular y computadora,Usa,3316
1215,14,1416,Celular y computadora,Usa,2193
1216,14,1417,Celular y computadora,Usa,346
1217,14,1418,Celular y computadora,Usa,865
1218,14,1419,Celular y computadora,Usa,1945
1219,14,1420,Celular y computadora,Usa,6345
1220,14,1421,Celular y computadora,Usa,1171
1221,7,701,Celular e internet,Usa,16453
1222,7,702,Celular e internet,Usa,447
1223,7,703,Celular e internet,Usa,912
1224,7,704,Celular e internet,Usa,4269
1225,7,705,Celular e internet,Usa,8826
1226,7,706,Celular e internet,Usa,4757
1227,7,707,Celular e internet,Usa,2004
1228,7,708,Celular e internet,Usa,386
1229,7,709,Celular e internet,Usa,2856
1230,7,710,Celular e internet,Usa,6428
1231,7,711,Celular e internet,Usa,414
1232,7,712,Celular e internet,Usa,1788
1233,7,713,Celular e internet,Usa,4230
1234,7,714,Celular e internet,Usa,970
1235,7,715,Celular e internet,Usa,707
1236,7,716,Celular e internet,Usa,809
1237,7,717,Celular e internet,Usa,3003
1238,7,718,Celular e internet,Usa,3232
1239,7,719,Celular e internet,Usa,5602
1240,8,801,Celular e internet,Usa,26951
1241,8,802,Celular e internet,Usa,6092
1242,8,803,Celular e internet,Usa,7858
1243,8,804,Celular e internet,Usa,4079
1244,8,805,Celular e internet,Usa,10722
1245,8,806,Celular e internet,Usa,3448
1246,8,807,Celular e internet,Usa,1502
1247,8,808,Celular e internet,Usa,1164
1248,12,1201,Celular e internet,Usa,16675
1249,12,1202,Celular e internet,Usa,23350
1250,12,1203,Celular e internet,Usa,3742
1251,12,1204,Celular e internet,Usa,5548
1252,12,1205,Celular e internet,Usa,3470
1253,12,1206,Celular e internet,Usa,4040
1254,12,1207,Celular e internet,Usa,5613
1255,12,1208,Celular e internet,Usa,1785
1256,12,1209,Celular e internet,Usa,5495
1257,12,1210,Celular e internet,Usa,5405
1258,12,1211,Celular e internet,Usa,4436
1259,12,1212,Celular e internet,Usa,4031
1260,12,1213,Celular e internet,Usa,4987
1261,12,1214,Celular e internet,Usa,4254
1262,12,1215,Celular e internet,Usa,11744
1263,12,1216,Celular e internet,Usa,5890
1264,12,1217,Celular e internet,Usa,9707
1265,12,1218,Celular e internet,Usa,1806
1266,12,1219,Celular e internet,Usa,8828
1267,12,1220,Celular e internet,Usa,4143
1268,12,1221,Celular e internet,Usa,2680
1269,12,1222,Celular e internet,Usa,4625
1270,12,1223,Celular e internet,Usa,1108
1271,12,1224,Celular e internet,Usa,830
1272,12,1225,Celular e internet,Usa,1068
1273,12,1226,Celular e internet,Usa,1148
1274,12,1227,Celular e internet,Usa,3008
1275,12,1228,Celular e internet,Usa,1081
1276,12,1229,Celular e internet,Usa,1947
1277,12,1230,Celular e internet,Usa,4815
1278,13,1301,Celular e internet,Usa,48712
1279,13,1302,Celular e internet,Usa,10747
1280,13,1303,Celular e internet,Usa,2869
1281,13,1304,Celular e internet,Usa,7872
1282,13,1305,Celular e internet,Usa,4700
1283,13,1306,Celular e internet,Usa,4471
1284,13,1307,Celular e internet,Usa,10066
1285,13,1308,Celular e internet,Usa,7134
1286,13,1309,Celular e internet,Usa,5127
1287,13,1310,Celular e internet,Usa,2106
1288,13,1311,Celular e internet,Usa,6004
1289,13,1312,Celular e internet,Usa,7819
1290,13,1313,Celular e internet,Usa,1155
1291,13,1314,Celular e internet,Usa,1003
1292,13,1315,Celular e internet,Usa,4015
1293,13,1316,Celular e internet,Usa,538
1294,13,1317,Celular e internet,Usa,2965
1295,13,1318,Celular e internet,Usa,1135
1296,13,1319,Celular e internet,Usa,906
1297,13,1320,Celular e internet,Usa,2035
1298,13,1321,Celular e internet,Usa,1330
1299,13,1322,Celular e internet,Usa,1996
1300,13,1323,Celular e internet,Usa,1941
1301,13,1324,Celular e internet,Usa,3906
1302,13,1325,Celular e internet,Usa,3460
1303,13,1326,Celular e internet,Usa,8948
1304,13,1327,Celular e internet,Usa,6243
1305,13,1328,Celular e internet,Usa,1332
1306,13,1329,Celular e internet,Usa,237
1307,13,1330,Celular e internet,Usa,446
1308,13,1331,Celular e internet,Usa,2619
1309,13,1332,Celular e internet,Usa,4088
1310,13,1333,Celular e internet,Usa,1652
1311,14,1401,Celular e internet,Usa,17868
1312,14,1402,Celular e internet,Usa,3892
1313,14,1403,Celular e internet,Usa,1461
1314,14,1404,Celular e internet,Usa,3978
1315,14,1405,Celular e internet,Usa,2569
1316,14,1406,Celular e internet,Usa,8835
1317,14,1407,Celular e internet,Usa,614
1318,14,1408,Celular e internet,Usa,3692
1319,14,1409,Celular e internet,Usa,1932
1320,14,1410,Celular e internet,Usa,3996
1321,14,1411,Celular e internet,Usa,3591
1322,14,1412,Celular e internet,Usa,8098
1323,14,1413,Celular e internet,Usa,7741
1324,14,1414,Celular e internet,Usa,1969
1325,14,1415,Celular e internet,Usa,5660
1326,14,1416,Celular e internet,Usa,3869
1327,14,1417,Celular e internet,Usa,1098
1328,14,1418,Celular e internet,Usa,1646
1329,14,1419,Celular e internet,Usa,3061
1330,14,1420,Celular e internet,Usa,9301
1331,14,1421,Celular e internet,Usa,2900
1332,7,701,Computadora e internet,Usa,13113
1333,7,702,Computadora e internet,Usa,455
1334,7,703,Computadora e internet,Usa,919
1335,7,704,Computadora e internet,Usa,3175
1336,7,705,Computadora e internet,Usa,6073
1337,7,706,Computadora e internet,Usa,3858
1338,7,707,Computadora e internet,Usa,1945
1339,7,708,Computadora e internet,Usa,174
1340,7,709,Computadora e internet,Usa,2031
1341,7,710,Computadora e internet,Usa,5602
1342,7,711,Computadora e internet,Usa,300
1343,7,712,Computadora e internet,Usa,1216
1344,7,713,Computadora e internet,Usa,3968
1345,7,714,Computadora e internet,Usa,615
1346,7,715,Computadora e internet,Usa,629
1347,7,716,Computadora e internet,Usa,868
1348,7,717,Computadora e internet,Usa,3063
1349,7,718,Computadora e internet,Usa,3137
1350,7,719,Computadora e internet,Usa,4698
1351,8,801,Computadora e internet,Usa,19957
1352,8,802,Computadora e internet,Usa,4072
1353,8,803,Computadora e internet,Usa,4286
1354,8,804,Computadora e internet,Usa,2752
1355,8,805,Computadora e internet,Usa,6874
1356,8,806,Computadora e internet,Usa,2286
1357,8,807,Computadora e internet,Usa,391
1358,8,808,Computadora e internet,Usa,717
1359,12,1201,Computadora e internet,Usa,13049
1360,12,1202,Computadora e internet,Usa,19602
1361,12,1203,Computadora e internet,Usa,2802
1362,12,1204,Computadora e internet,Usa,5234
1363,12,1205,Computadora e internet,Usa,1886
1364,12,1206,Computadora e internet,Usa,2668
1365,12,1207,Computadora e internet,Usa,3514
1366,12,1208,Computadora e internet,Usa,1220
1367,12,1209,Computadora e internet,Usa,1158
1368,12,1210,Computadora e internet,Usa,2861
1369,12,1211,Computadora e internet,Usa,2858
1370,12,1212,Computadora e internet,Usa,1869
1371,12,1213,Computadora e internet,Usa,2811
1372,12,1214,Computadora e internet,Usa,1502
1373,12,1215,Computadora e internet,Usa,6688
1374,12,1216,Computadora e internet,Usa,3540
1375,12,1217,Computadora e internet,Usa,4813
1376,12,1218,Computadora e internet,Usa,648
1377,12,1219,Computadora e internet,Usa,4650
1378,12,1220,Computadora e internet,Usa,1506
1379,12,1221,Computadora e internet,Usa,1267
1380,12,1222,Computadora e internet,Usa,1994
1381,12,1223,Computadora e internet,Usa,736
1382,12,1224,Computadora e internet,Usa,439
1383,12,1225,Computadora e internet,Usa,868
1384,12,1226,Computadora e internet,Usa,793
1385,12,1227,Computadora e internet,Usa,1647
1386,12,1228,Computadora e internet,Usa,440
1387,12,1229,Computadora e internet,Usa,1397
1388,12,1230,Computadora e internet,Usa,1975
1389,13,1301,Computadora e internet,Usa,36416
1390,13,1302,Computadora e internet,Usa,6649
1391,13,1303,Computadora e internet,Usa,1901
1392,13,1304,Computadora e internet,Usa,2066
1393,13,1305,Computadora e internet,Usa,1614
1394,13,1306,Computadora e internet,Usa,2504
1395,13,1307,Computadora e internet,Usa,6230
1396,13,1308,Computadora e internet,Usa,3379
1397,13,1309,Computadora e internet,Usa,3015
1398,13,1310,Computadora e internet,Usa,335
1399,13,1311,Computadora e internet,Usa,1082
1400,13,1312,Computadora e internet,Usa,2665
1401,13,1313,Computadora e internet,Usa,462
1402,13,1314,Computadora e internet,Usa,399
1403,13,1315,Computadora e internet,Usa,864
1404,13,1316,Computadora e internet,Usa,264
1405,13,1317,Computadora e internet,Usa,2271
1406,13,1318,Computadora e internet,Usa,611
1407,13,1319,Computadora e internet,Usa,484
1408,13,1320,Computadora e internet,Usa,1285
1409,13,1321,Computadora e internet,Usa,344
1410,13,1322,Computadora e internet,Usa,319
1411,13,1323,Computadora e internet,Usa,1011
1412,13,1324,Computadora e internet,Usa,1736
1413,13,1325,Computadora e internet,Usa,1260
1414,13,1326,Computadora e internet,Usa,5706
1415,13,1327,Computadora e internet,Usa,3303
1416,13,1328,Computadora e internet,Usa,688
1417,13,1329,Computadora e internet,Usa,49
1418,13,1330,Computadora e internet,Usa,176
1419,13,1331,Computadora e internet,Usa,1057
1420,13,1332,Computadora e internet,Usa,814
1421,13,1333,Computadora e internet,Usa,477
1422,14,1401,Computadora e internet,Usa,13705
1423,14,1402,Computadora e internet,Usa,1390
1424,14,1403,Computadora e internet,Usa,1100
1425,14,1404,Computadora e internet,Usa,1533
1426,14,1405,Computadora e internet,Usa,1447
1427,14,1406,Computadora e internet,Usa,7063
1428,14,1407,Computadora e internet,Usa,291
1429,14,1408,Computadora e internet,Usa,1387
1430,14,1409,Computadora e internet,Usa,718
1431,14,1410,Computadora e internet,Usa,2827
1432,14,1411,Computadora e internet,Usa,3323
1433,14,1412,Computadora e internet,Usa,2722
1434,14,1413,Computadora e internet,Usa,5452
1435,14,1414,Computadora e internet,Usa,912
1436,14,1415,Computadora e internet,Usa,3240
1437,14,1416,Computadora e internet,Usa,1971
1438,14,1417,Computadora e internet,Usa,318
1439,14,1418,Computadora e internet,Usa,880
1440,14,1419,Computadora e internet,Usa,1757
1441,14,1420,Computadora e internet,Usa,6094
1442,14,1421,Computadora e internet,Usa,1198
